Operador,Nota,Nota da Org
•Conrad Haney,10,10
•Miah Welch,10,4
¶Sanjay Barnard,10,10
•Abdullahi Edwards,10,9
•Murray Obrien,10,10
•Szymon Mcdougall,10,10
•Amelia-PLily Hayden,10,10
•Suzannah Stephenson,10,10
¶Sanjay Barnard,10,10
•Georgie Wicks,8,7
•Abdullahi Edwards,10,10
•Szymon Mcdougall,10,9
•Cristiano Bender,10,10
•Cristiano Bender,10,5
•Taliyah Soto,10,5
•Taliyah Soto,10,10
•Ellie Glover,10,10
•Lennox Fleming,7,3
•Ivor Woodard,1,1
•Abdullahi Edwards,7,8
•Hebe Byrd,10,5
•Adelaide Stafford,10,10
•Georgie Wicks,10,1
•Adelaide Stafford,10,4
•Miah Welch,10,10
•Khaleesi Richmond,8,3
•Conrad Haney,9,1
•Cruz Horton,10,8
¶Ammaar Terrell,9,7
•Owen Ruiz,10,10
•Asha Reese,10,3
•Suzannah Stephenson,10,4
•Ellie Glover,9,1
•Abdullahi Edwards,10,10
•Asha Reese,10,10
•Cruz Horton,10,10
•Adelaide Stafford,9,3
•Hebe Byrd,10,10
•Amelia-PLily Hayden,10,4
¶Mathias Mcdowell,10,6
•Owen Ruiz,10,7
¶Brayden Farrow,10,5
•Georgie Wicks,10,10
•Miah Welch,10,10
•Suzannah Stephenson,10,1
¶Mathias Mcdowell,8,6
•Amelia-PLily Hayden,9,10
•Abdullahi Edwards,10,10
•Ayse Stevens,10,6
•Conrad Haney,10,8
•Owen Ruiz,10,10
•Abdullahi Edwards,9,3
•Owen Ruiz,10,10
•Leland Atkinson,10,9
•Abdullahi Edwards,8,5
•Rikki Kumar,10,8
•Shani Cantu,10,4
•Amelia-PLily Hayden,10,9
•Hebe Byrd,10,10
•Amarah Douglas,10,4
•Mason Donnelly,10,8
•Simon Woods,10,5
•Owen Ruiz,10,10
•Cruz Horton,10,6
•Murray Obrien,10,7
•Asha Reese,5,5
•Leland Atkinson,1,1
•Miah Welch,10,10
•Amelia-PLily Hayden,1,1
•Shani Cantu,10,10
•Alanah Fowler,10,10
•Charley Bernard,10,6
•Abdullahi Edwards,9,8
•Conrad Haney,1,1
•Mason Donnelly,8,1
•Alanah Fowler,8,1
•Abdullahi Edwards,10,10
•Conrad Haney,10,10
•Mason Donnelly,10,7
•Cruz Horton,10,10
•Grady Forster,10,10
•Amarah Douglas,10,6
•Simon Woods,10,10
•Bronwen Winter,10,1
•Georgie Wicks,10,10
•Rikki Kumar,10,10
•Grady Forster,10,1
•Amarah Douglas,10,10
¶Sanjay Barnard,10,6
¶Brayden Farrow,10,6
•Ayse Stevens,10,8
•Simon Woods,10,6
•Amarah Douglas,10,7
•Conrad Haney,10,3
•Grady Forster,10,7
•Manal Hewitt,10,7
•Adelaide Stafford,10,7
•Khaleesi Richmond,1,1
•Mason Donnelly,10,6
•Murray Obrien,10,10
•Manal Hewitt,9,9
•Mason Donnelly,10,8
•Murray Obrien,10,5
•Charley Bernard,10,5
¶Sanjay Barnard,10,7
•Charley Bernard,10,6
•Rikki Kumar,10,1
•Shani Cantu,10,3
•Charley Bernard,10,10
•Leland Atkinson,10,6
•Shani Cantu,10,8
•Hebe Byrd,10,4
•Charley Bernard,10,10
•Leland Atkinson,10,8
•Leland Atkinson,10,10
•Georgie Wicks,10,9
•Amarah Douglas,10,8
•Cruz Horton,10,1
•Alanah Fowler,10,10
•Pheobe Bevan,10,10
•Georgie Wicks,10,10
•Miah Welch,10,9
•Hebe Byrd,10,1
•Katherine Stuart,10,8
•Simon Woods,10,10
•Katherine Stuart,10,6
•Amarah Douglas,10,10
•Shani Cantu,10,3
•Shani Cantu,10,6
•Rikki Kumar,10,7
•Charley Bernard,10,10
•Conrad Haney,10,7
•Adelaide Stafford,10,1
•Abdullahi Edwards,10,10
•Rikki Kumar,1,4
•Conrad Haney,10,10
•Manal Hewitt,10,10
•Simon Woods,10,3
•Rikki Kumar,5,1
•Adelaide Stafford,10,10
•Shani Cantu,9,5
•Khaleesi Richmond,9,6
•Charley Bernard,9,5
•Conrad Haney,9,3
•Rikki Kumar,9,9
•Miah Welch,10,10
•Mason Donnelly,10,7
•Cristiano Bender,8,1
•Grady Forster,1,1
•Murray Obrien,9,4
•Charley Bernard,10,10
•Bronwen Winter,9,1
•Bronwen Winter,9,4
•Cruz Horton,10,6
•Bronwen Winter,7,5
•Abdullahi Edwards,10,1
•Khaleesi Richmond,10,4
•Abdullahi Edwards,10,10
•Georgie Wicks,8,7
•Simon Woods,10,7
•Shani Cantu,10,6
•Charley Bernard,10,10
•Ayse Stevens,10,10
•Asha Reese,8,6
•Pheobe Bevan,10,5
•Pheobe Bevan,10,7
•Charley Bernard,10,7
•Ayse Stevens,1,1
¶Sanjay Barnard,10,5
•Mariana Ware,9,8
•Charley Bernard,10,10
•Mariana Ware,10,10
•Katherine Stuart,8,3
•Khaleesi Richmond,8,6
•Cruz Horton,9,9
¶Sanjay Barnard,10,9
•Amelia-PLily Hayden,9,9
•Alanah Fowler,10,1
•Charley Bernard,10,10
•Manal Hewitt,9,8
•Cristiano Bender,10,10
•Mason Donnelly,10,10
•Shani Cantu,10,9
•Amarah Douglas,2,3
•Alanah Fowler,10,7
•Khaleesi Richmond,10,10
•Cristiano Bender,10,10
•Amarah Douglas,10,10
¶Briana Hines,10,7
•Manal Hewitt,10,10
•Charley Bernard,10,10
•Charley Bernard,10,10
•Manal Hewitt,1,1
•Mariana Ware,10,10
•Simon Woods,10,8
•Umaiza Bullock,10,9
•Shani Cantu,10,8
•Murray Obrien,10,2
•Pheobe Bevan,10,5
•Ayse Stevens,10,8
•Mason Donnelly,10,6
•Grady Forster,10,5
•Katherine Stuart,10,1
•Mason Donnelly,10,5
•Grady Forster,1,1
•Katherine Stuart,8,2
•Pheobe Bevan,8,5
•Katherine Stuart,10,10
•Katherine Stuart,10,10
•Shani Cantu,10,9
•Mariana Ware,10,9
¶Abbey Hodge,9,9
•Pheobe Bevan,1,1
•Mariana Ware,9,3
•Pheobe Bevan,10,6
•Amarah Douglas,10,8
•Cristiano Bender,10,1
•Pheobe Bevan,10,7
•Katherine Stuart,10,10
•Ayse Stevens,10,5
•Umaiza Bullock,10,10
•Simon Woods,10,10
•Amarah Douglas,1,1
•Umaiza Bullock,8,7
•Mariana Ware,10,10
¶Briana Hines,10,8
•Bronwen Winter,10,5
•Amarah Douglas,6,4
•Mariana Ware,10,10
•Mariana Ware,10,10
•Mariana Ware,10,7
•Mariana Ware,10,10
•Bronwen Winter,10,10
•Mason Donnelly,10,10
•Mason Donnelly,10,10
•Mason Donnelly,10,9
•Cydney Drake,10,7
•Charley Bernard,1,1
•Umaiza Bullock,10,10
•Charley Bernard,10,1
•Charley Bernard,10,5
•Katherine Stuart,10,5
•Mariana Ware,10,10
•Katherine Stuart,10,4
•Bronwen Winter,10,10
•Cydney Drake,9,9
¶Briana Hines,9,9
•Charley Bernard,10,10
•Cydney Drake,9,3
•Grady Forster,10,10
•Katherine Stuart,10,9
•Mason Donnelly,8,5
•Rikki Kumar,10,1
•Katherine Stuart,10,10
•Manal Hewitt,5,1
•Manal Hewitt,10,10
•Manal Hewitt,10,5
•Bronwen Winter,1,1
•Bronwen Winter,10,10
•Simon Woods,10,7
•Simon Woods,10,3
•Shani Cantu,10,1
•Amarah Douglas,10,1
•Shani Cantu,10,10
•Amarah Douglas,8,3
•Amarah Douglas,10,5
•Rajveer Paine,9,9
•Rose Calderon,10,10
•Shani Cantu,10,5
•Rose Calderon,10,9
•Rajveer Paine,10,8
•Rose Calderon,10,9
•Cydney Drake,10,1
•Cydney Drake,10,6
•Cydney Drake,10,5
•Rajveer Paine,10,9
•Cydney Drake,10,10
•Rose Calderon,10,10
•Rajveer Paine,9,10
•Jake Cote,10,5
